C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:0
C7BD  4C D9 C7  JMP $C7D9                       A:80 X:00 Y:00 P:A4 SP:FB CYC:136
C7D9  EA        NOP                             A:80 X:00 Y:00 P:A4 SP:FB CYC:139
C7DA  60        RTS                             A:80 X:00 Y:00 P:A4 SP:FB CYC:141
C600  20 DB C7  JSR $C7DB                       A:80 X:00 Y:00 P:A4 SP:FD CYC:147
C7DB  EA        NOP                             A:80 X:00 Y:00 P:A4 SP:FB CYC:153
C7DC  A9 FF     LDA #$FF                        A:80 X:00 Y:00 P:A4 SP:FB CYC:155
C7DE  85 01     STA $01 = 00                    A:FF X:00 Y:00 P:A4 SP:FB CYC:157
C7E0  24 01     BIT $01 = FF                    A:FF X:00 Y:00 P:A4 SP:FB CYC:160
C7E2  A9 00     LDA #$00                        A:FF X:00 Y:00 P:E4 SP:FB CYC:163
C7E4  38        SEC                             A:00 X:00 Y:00 P:66 SP:FB CYC:165
C7E5  78        SEI                             A:00 X:00 Y:00 P:67 SP:FB CYC:167
C7E6  F8        SED                             A:00 X:00 Y:00 P:67 SP:FB CYC:169
C7E7  08        PHP                             A:00 X:00 Y:00 P:6F SP:FB CYC:171
C7E8  68        PLA                             A:00 X:00 Y:00 P:6F SP:FA CYC:174
C7E9  29 EF     AND #$EF                        A:7F X:00 Y:00 P:6D SP:FB CYC:178
C7EB  C9 6F     CMP #$6F                        A:6F X:00 Y:00 P:6D SP:FB CYC:180
C7ED  F0 04     BEQ $C7F3                       A:6F X:00 Y:00 P:6F SP:FB CYC:182
C7F3  EA        NOP                             A:6F X:00 Y:00 P:6F SP:FB CYC:184
C7F4  A9 40     LDA #$40                        A:6F X:00 Y:00 P:6F SP:FB CYC:186
C7F6  85 01     STA $01 = FF                    A:40 X:00 Y:00 P:6D SP:FB CYC:188
C7F8  24 01     BIT $01 = 40                    A:40 X:00 Y:00 P:6D SP:FB CYC:191
C7FA  D8        CLD                             A:40 X:00 Y:00 P:6D SP:FB CYC:194
C7FB  A9 10     LDA #$10                        A:40 X:00 Y:00 P:65 SP:FB CYC:196
C7FD  18        CLC                             A:10 X:00 Y:00 P:65 SP:FB CYC:198
C7FE  08        PHP                             A:10 X:00 Y:00 P:64 SP:FB CYC:200
C7FF  68        PLA                             A:10 X:00 Y:00 P:64 SP:FA CYC:203
C800  29 EF     AND #$EF                        A:74 X:00 Y:00 P:64 SP:FB CYC:207
C802  C9 64     CMP #$64                        A:64 X:00 Y:00 P:64 SP:FB CYC:209
C804  F0 04     BEQ $C80A                       A:64 X:00 Y:00 P:67 SP:FB CYC:211
C80A  EA        NOP                             A:64 X:00 Y:00 P:67 SP:FB CYC:213
C80B  A9 80     LDA #$80                        A:64 X:00 Y:00 P:67 SP:FB CYC:215
C80D  85 01     STA $01 = 40                    A:80 X:00 Y:00 P:E5 SP:FB CYC:217
C80F  24 01     BIT $01 = 80                    A:80 X:00 Y:00 P:E5 SP:FB CYC:220
C811  F8        SED                             A:80 X:00 Y:00 P:A5 SP:FB CYC:223
C812  A9 00     LDA #$00                        A:80 X:00 Y:00 P:AD SP:FB CYC:225
C814  38        SEC                             A:00 X:00 Y:00 P:2F SP:FB CYC:227
C815  08        PHP                             A:00 X:00 Y:00 P:2F SP:FB CYC:229
C816  68        PLA                             A:00 X:00 Y:00 P:2F SP:FA CYC:232
C817  29 EF     AND #$EF                        A:3F X:00 Y:00 P:2D SP:FB CYC:236
C819  C9 2F     CMP #$2F                        A:2F X:00 Y:00 P:2D SP:FB CYC:238
C81B  F0 04     BEQ $C821                       A:2F X:00 Y:00 P:2F SP:FB CYC:240
C821  EA        NOP                             A:2F X:00 Y:00 P:2F SP:FB CYC:242
C822  A9 FF     LDA #$FF                        A:2F X:00 Y:00 P:2F SP:FB CYC:244
C824  48        PHA                             A:FF X:00 Y:00 P:AD SP:FB CYC:246
C825  28        PLP                             A:FF X:00 Y:00 P:AD SP:FA CYC:249
C826  D0 09     BNE $C831                       A:FF X:00 Y:00 P:EF SP:FB CYC:253
C828  10 07     BPL $C831                       A:FF X:00 Y:00 P:EF SP:FB CYC:255
C82A  50 05     BVC $C831                       A:FF X:00 Y:00 P:EF SP:FB CYC:257
C82C  90 03     BCC $C831                       A:FF X:00 Y:00 P:EF SP:FB CYC:259
C82E  4C 35 C8  JMP $C835                       A:FF X:00 Y:00 P:EF SP:FB CYC:261
C835  EA        NOP                             A:FF X:00 Y:00 P:EF SP:FB CYC:264
C836  A9 04     LDA #$04                        A:FF X:00 Y:00 P:EF SP:FB CYC:266
C838  48        PHA                             A:04 X:00 Y:00 P:6D SP:FB CYC:268
C839  28        PLP                             A:04 X:00 Y:00 P:6D SP:FA CYC:271
C83A  F0 09     BEQ $C845                       A:04 X:00 Y:00 P:24 SP:FB CYC:275
C83C  30 07     BMI $C845                       A:04 X:00 Y:00 P:24 SP:FB CYC:277
C83E  70 05     BVS $C845                       A:04 X:00 Y:00 P:24 SP:FB CYC:279
C840  B0 03     BCS $C845                       A:04 X:00 Y:00 P:24 SP:FB CYC:281
C842  4C 49 C8  JMP $C849                       A:04 X:00 Y:00 P:24 SP:FB CYC:283
C849  EA        NOP                             A:04 X:00 Y:00 P:24 SP:FB CYC:286
C84A  F8        SED                             A:04 X:00 Y:00 P:24 SP:FB CYC:288
C84B  A9 FF     LDA #$FF                        A:04 X:00 Y:00 P:2C SP:FB CYC:290
C84D  85 01     STA $01 = 80                    A:FF X:00 Y:00 P:AC SP:FB CYC:292
C84F  24 01     BIT $01 = FF                    A:FF X:00 Y:00 P:AC SP:FB CYC:295
C851  18        CLC                             A:FF X:00 Y:00 P:EC SP:FB CYC:298
C852  A9 00     LDA #$00                        A:FF X:00 Y:00 P:EC SP:FB CYC:300
C854  48        PHA                             A:00 X:00 Y:00 P:6E SP:FB CYC:302
C855  A9 FF     LDA #$FF                        A:00 X:00 Y:00 P:6E SP:FA CYC:305
C857  68        PLA                             A:FF X:00 Y:00 P:EC SP:FA CYC:307
C858  D0 09     BNE $C863                       A:00 X:00 Y:00 P:6E SP:FB CYC:311
C85A  30 07     BMI $C863                       A:00 X:00 Y:00 P:6E SP:FB CYC:313
C85C  50 05     BVC $C863                       A:00 X:00 Y:00 P:6E SP:FB CYC:315
C85E  B0 03     BCS $C863                       A:00 X:00 Y:00 P:6E SP:FB CYC:317
C860  4C 67 C8  JMP $C867                       A:00 X:00 Y:00 P:6E SP:FB CYC:319
C867  EA        NOP                             A:00 X:00 Y:00 P:6E SP:FB CYC:322
C868  A9 00     LDA #$00                        A:00 X:00 Y:00 P:6E SP:FB CYC:324
C86A  85 01     STA $01 = FF                    A:00 X:00 Y:00 P:6E SP:FB CYC:326
C86C  24 01     BIT $01 = 00                    A:00 X:00 Y:00 P:6E SP:FB CYC:329
C86E  38        SEC                             A:00 X:00 Y:00 P:2E SP:FB CYC:332
C86F  A9 FF     LDA #$FF                        A:00 X:00 Y:00 P:2F SP:FB CYC:334
C871  48        PHA                             A:FF X:00 Y:00 P:AD SP:FB CYC:336
C872  A9 00     LDA #$00                        A:FF X:00 Y:00 P:AD SP:FA CYC:339
C874  68        PLA                             A:00 X:00 Y:00 P:2F SP:FA CYC:341
C875  F0 09     BEQ $C880                       A:FF X:00 Y:00 P:AD SP:FB CYC:345
C877  10 07     BPL $C880                       A:FF X:00 Y:00 P:AD SP:FB CYC:347
C879  70 05     BVS $C880                       A:FF X:00 Y:00 P:AD SP:FB CYC:349
C87B  90 03     BCC $C880                       A:FF X:00 Y:00 P:AD SP:FB CYC:351
C87D  4C 84 C8  JMP $C884                       A:FF X:00 Y:00 P:AD SP:FB CYC:353
C884  60        RTS                             A:FF X:00 Y:00 P:AD SP:FB CYC:356
C603  20 85 C8  JSR $C885                       A:FF X:00 Y:00 P:AD SP:FD CYC:362
C885  EA        NOP                             A:FF X:00 Y:00 P:AD SP:FB CYC:368
C886  18        CLC                             A:FF X:00 Y:00 P:AD SP:FB CYC:370
C887  A9 FF     LDA #$FF                        A:FF X:00 Y:00 P:AC SP:FB CYC:372
C889  85 01     STA $01 = 00                    A:FF X:00 Y:00 P:AC SP:FB CYC:374
C88B  24 01     BIT $01 = FF                    A:FF X:00 Y:00 P:AC SP:FB CYC:377
C88D  A9 55     LDA #$55                        A:FF X:00 Y:00 P:EC SP:FB CYC:380
C88F  09 AA     ORA #$AA                        A:55 X:00 Y:00 P:6C SP:FB CYC:382
C891  B0 0B     BCS $C89E                       A:FF X:00 Y:00 P:EC SP:FB CYC:384
C893  10 09     BPL $C89E                       A:FF X:00 Y:00 P:EC SP:FB CYC:386
C895  C9 FF     CMP #$FF                        A:FF X:00 Y:00 P:EC SP:FB CYC:388
C897  D0 05     BNE $C89E                       A:FF X:00 Y:00 P:6F SP:FB CYC:390
C899  50 03     BVC $C89E                       A:FF X:00 Y:00 P:6F SP:FB CYC:392
C89B  4C A2 C8  JMP $C8A2                       A:FF X:00 Y:00 P:6F SP:FB CYC:394
C8A2  EA        NOP                             A:FF X:00 Y:00 P:6F SP:FB CYC:397
C8A3  38        SEC                             A:FF X:00 Y:00 P:6F SP:FB CYC:399
C8A4  B8        CLV                             A:FF X:00 Y:00 P:6F SP:FB CYC:401
C8A5  A9 00     LDA #$00                        A:FF X:00 Y:00 P:2F SP:FB CYC:403
C8A7  09 00     ORA #$00                        A:00 X:00 Y:00 P:2F SP:FB CYC:405
C8A9  D0 09     BNE $C8B4                       A:00 X:00 Y:00 P:2F SP:FB CYC:407
C8AB  70 07     BVS $C8B4                       A:00 X:00 Y:00 P:2F SP:FB CYC:409
C8AD  90 05     BCC $C8B4                       A:00 X:00 Y:00 P:2F SP:FB CYC:411
C8AF  30 03     BMI $C8B4                       A:00 X:00 Y:00 P:2F SP:FB CYC:413
C8B1  4C B8 C8  JMP $C8B8                       A:00 X:00 Y:00 P:2F SP:FB CYC:415
C8B8  EA        NOP                             A:00 X:00 Y:00 P:2F SP:FB CYC:418
C8B9  18        CLC                             A:00 X:00 Y:00 P:2F SP:FB CYC:420
C8BA  24 01     BIT $01 = FF                    A:00 X:00 Y:00 P:2E SP:FB CYC:422
C8BC  A9 55     LDA #$55                        A:00 X:00 Y:00 P:EE SP:FB CYC:425
C8BE  29 AA     AND #$AA                        A:55 X:00 Y:00 P:6C SP:FB CYC:427
C8C0  D0 09     BNE $C8CB                       A:00 X:00 Y:00 P:6E SP:FB CYC:429
C8C2  50 07     BVC $C8CB                       A:00 X:00 Y:00 P:6E SP:FB CYC:431
C8C4  B0 05     BCS $C8CB                       A:00 X:00 Y:00 P:6E SP:FB CYC:433
C8C6  30 03     BMI $C8CB                       A:00 X:00 Y:00 P:6E SP:FB CYC:435
C8C8  4C CF C8  JMP $C8CF                       A:00 X:00 Y:00 P:6E SP:FB CYC:437
C8CF  EA        NOP                             A:00 X:00 Y:00 P:6E SP:FB CYC:440
C8D0  38        SEC                             A:00 X:00 Y:00 P:6E SP:FB CYC:442
C8D1  B8        CLV                             A:00 X:00 Y:00 P:6F SP:FB CYC:444
C8D2  A9 F8     LDA #$F8                        A:00 X:00 Y:00 P:2F SP:FB CYC:446
C8D4  29 EF     AND #$EF                        A:F8 X:00 Y:00 P:AD SP:FB CYC:448
C8D6  90 0B     BCC $C8E3                       A:E8 X:00 Y:00 P:AD SP:FB CYC:450
C8D8  10 09     BPL $C8E3                       A:E8 X:00 Y:00 P:AD SP:FB CYC:452
C8DA  C9 E8     CMP #$E8                        A:E8 X:00 Y:00 P:AD SP:FB CYC:454
C8DC  D0 05     BNE $C8E3                       A:E8 X:00 Y:00 P:2F SP:FB CYC:456
C8DE  70 03     BVS $C8E3                       A:E8 X:00 Y:00 P:2F SP:FB CYC:458
C8E0  4C E7 C8  JMP $C8E7                       A:E8 X:00 Y:00 P:2F SP:FB CYC:460
C8E7  EA        NOP                             A:E8 X:00 Y:00 P:2F SP:FB CYC:463
C8E8  18        CLC                             A:E8 X:00 Y:00 P:2F SP:FB CYC:465
C8E9  24 01     BIT $01 = FF                    A:E8 X:00 Y:00 P:2E SP:FB CYC:467
C8EB  A9 5F     LDA #$5F                        A:E8 X:00 Y:00 P:EC SP:FB CYC:470
C8ED  49 AA     EOR #$AA                        A:5F X:00 Y:00 P:6C SP:FB CYC:472
C8EF  B0 0B     BCS $C8FC                       A:F5 X:00 Y:00 P:EC SP:FB CYC:474
C8F1  10 09     BPL $C8FC                       A:F5 X:00 Y:00 P:EC SP:FB CYC:476
C8F3  C9 F5     CMP #$F5                        A:F5 X:00 Y:00 P:EC SP:FB CYC:478
C8F5  D0 05     BNE $C8FC                       A:F5 X:00 Y:00 P:6F SP:FB CYC:480
C8F7  50 03     BVC $C8FC                       A:F5 X:00 Y:00 P:6F SP:FB CYC:482
C8F9  4C 00 C9  JMP $C900                       A:F5 X:00 Y:00 P:6F SP:FB CYC:484
C900  EA        NOP                             A:F5 X:00 Y:00 P:6F SP:FB CYC:487
C901  38        SEC                             A:F5 X:00 Y:00 P:6F SP:FB CYC:489
C902  B8        CLV                             A:F5 X:00 Y:00 P:6F SP:FB CYC:491
C903  A9 70     LDA #$70                        A:F5 X:00 Y:00 P:2F SP:FB CYC:493
C905  49 70     EOR #$70                        A:70 X:00 Y:00 P:2D SP:FB CYC:495
C907  D0 09     BNE $C912                       A:00 X:00 Y:00 P:2F SP:FB CYC:497
C909  70 07     BVS $C912                       A:00 X:00 Y:00 P:2F SP:FB CYC:499
C90B  90 05     BCC $C912                       A:00 X:00 Y:00 P:2F SP:FB CYC:501
C90D  30 03     BMI $C912                       A:00 X:00 Y:00 P:2F SP:FB CYC:503
C90F  4C 16 C9  JMP $C916                       A:00 X:00 Y:00 P:2F SP:FB CYC:505
C916  EA        NOP                             A:00 X:00 Y:00 P:2F SP:FB CYC:508
C917  18        CLC                             A:00 X:00 Y:00 P:2F SP:FB CYC:510
C918  24 01     BIT $01 = FF                    A:00 X:00 Y:00 P:2E SP:FB CYC:512
C91A  A9 00     LDA #$00                        A:00 X:00 Y:00 P:EE SP:FB CYC:515
C91C  69 69     ADC #$69                        A:00 X:00 Y:00 P:6E SP:FB CYC:517
C91E  30 0B     BMI $C92B                       A:69 X:00 Y:00 P:2C SP:FB CYC:519
C920  B0 09     BCS $C92B                       A:69 X:00 Y:00 P:2C SP:FB CYC:521
C922  C9 69     CMP #$69                        A:69 X:00 Y:00 P:2C SP:FB CYC:523
C924  D0 05     BNE $C92B                       A:69 X:00 Y:00 P:2F SP:FB CYC:525
C926  70 03     BVS $C92B                       A:69 X:00 Y:00 P:2F SP:FB CYC:527
C928  4C 2F C9  JMP $C92F                       A:69 X:00 Y:00 P:2F SP:FB CYC:529
C92F  EA        NOP                             A:69 X:00 Y:00 P:2F SP:FB CYC:532
C930  38        SEC                             A:69 X:00 Y:00 P:2F SP:FB CYC:534
C931  F8        SED                             A:69 X:00 Y:00 P:2F SP:FB CYC:536
C932  24 01     BIT $01 = FF                    A:69 X:00 Y:00 P:2F SP:FB CYC:538
C934  A9 01     LDA #$01                        A:69 X:00 Y:00 P:ED SP:FB CYC:541
C936  69 69     ADC #$69                        A:01 X:00 Y:00 P:6D SP:FB CYC:543
C938  30 0B     BMI $C945                       A:6B X:00 Y:00 P:2C SP:FB CYC:545
C93A  B0 09     BCS $C945                       A:6B X:00 Y:00 P:2C SP:FB CYC:547
C93C  C9 6B     CMP #$6B                        A:6B X:00 Y:00 P:2C SP:FB CYC:549
C93E  D0 05     BNE $C945                       A:6B X:00 Y:00 P:2F SP:FB CYC:551
C940  70 03     BVS $C945                       A:6B X:00 Y:00 P:2F SP:FB CYC:553
C942  4C 49 C9  JMP $C949                       A:6B X:00 Y:00 P:2F SP:FB CYC:555
C949  EA        NOP                             A:6B X:00 Y:00 P:2F SP:FB CYC:558
C94A  D8        CLD                             A:6B X:00 Y:00 P:2F SP:FB CYC:560
C94B  38        SEC                             A:6B X:00 Y:00 P:27 SP:FB CYC:562
C94C  B8        CLV                             A:6B X:00 Y:00 P:27 SP:FB CYC:564
C94D  A9 7F     LDA #$7F                        A:6B X:00 Y:00 P:27 SP:FB CYC:566
C94F  69 7F     ADC #$7F                        A:7F X:00 Y:00 P:25 SP:FB CYC:568
C951  10 0B     BPL $C95E                       A:FF X:00 Y:00 P:E4 SP:FB CYC:570
C953  B0 09     BCS $C95E                       A:FF X:00 Y:00 P:E4 SP:FB CYC:572
C955  C9 FF     CMP #$FF                        A:FF X:00 Y:00 P:E4 SP:FB CYC:574
C957  D0 05     BNE $C95E                       A:FF X:00 Y:00 P:67 SP:FB CYC:576
C959  50 03     BVC $C95E                       A:FF X:00 Y:00 P:67 SP:FB CYC:578
C95B  4C 62 C9  JMP $C962                       A:FF X:00 Y:00 P:67 SP:FB CYC:580
C962  EA        NOP                             A:FF X:00 Y:00 P:67 SP:FB CYC:583
C963  18        CLC                             A:FF X:00 Y:00 P:67 SP:FB CYC:585
C964  24 01     BIT $01 = FF                    A:FF X:00 Y:00 P:66 SP:FB CYC:587
C966  A9 7F     LDA #$7F                        A:FF X:00 Y:00 P:E4 SP:FB CYC:590
C968  69 80     ADC #$80                        A:7F X:00 Y:00 P:64 SP:FB CYC:592
C96A  10 0B     BPL $C977                       A:FF X:00 Y:00 P:A4 SP:FB CYC:594
C96C  B0 09     BCS $C977                       A:FF X:00 Y:00 P:A4 SP:FB CYC:596
C96E  C9 FF     CMP #$FF                        A:FF X:00 Y:00 P:A4 SP:FB CYC:598
C970  D0 05     BNE $C977                       A:FF X:00 Y:00 P:27 SP:FB CYC:600
C972  70 03     BVS $C977                       A:FF X:00 Y:00 P:27 SP:FB CYC:602
C974  4C 7B C9  JMP $C97B                       A:FF X:00 Y:00 P:27 SP:FB CYC:604
C97B  EA        NOP                             A:FF X:00 Y:00 P:27 SP:FB CYC:607
C97C  38        SEC                             A:FF X:00 Y:00 P:27 SP:FB CYC:609
C97D  B8        CLV                             A:FF X:00 Y:00 P:27 SP:FB CYC:611
C97E  A9 7F     LDA #$7F                        A:FF X:00 Y:00 P:27 SP:FB CYC:613
C980  69 80     ADC #$80                        A:7F X:00 Y:00 P:25 SP:FB CYC:615
C982  D0 09     BNE $C98D                       A:00 X:00 Y:00 P:27 SP:FB CYC:617
C984  30 07     BMI $C98D                       A:00 X:00 Y:00 P:27 SP:FB CYC:619
C986  70 05     BVS $C98D                       A:00 X:00 Y:00 P:27 SP:FB CYC:621
C988  90 03     BCC $C98D                       A:00 X:00 Y:00 P:27 SP:FB CYC:623
C98A  4C 91 C9  JMP $C991                       A:00 X:00 Y:00 P:27 SP:FB CYC:625
C991  EA        NOP                             A:00 X:00 Y:00 P:27 SP:FB CYC:628
C992  38        SEC                             A:00 X:00 Y:00 P:27 SP:FB CYC:630
C993  B8        CLV                             A:00 X:00 Y:00 P:27 SP:FB CYC:632
C994  A9 9F     LDA #$9F                        A:00 X:00 Y:00 P:27 SP:FB CYC:634
C996  F0 09     BEQ $C9A1                       A:9F X:00 Y:00 P:A5 SP:FB CYC:636
C998  10 07     BPL $C9A1                       A:9F X:00 Y:00 P:A5 SP:FB CYC:638
C99A  70 05     BVS $C9A1                       A:9F X:00 Y:00 P:A5 SP:FB CYC:640
C99C  90 03     BCC $C9A1                       A:9F X:00 Y:00 P:A5 SP:FB CYC:642
C99E  4C A5 C9  JMP $C9A5                       A:9F X:00 Y:00 P:A5 SP:FB CYC:644
C9A5  EA        NOP                             A:9F X:00 Y:00 P:A5 SP:FB CYC:647
C9A6  18        CLC                             A:9F X:00 Y:00 P:A5 SP:FB CYC:649
C9A7  24 01     BIT $01 = FF                    A:9F X:00 Y:00 P:A4 SP:FB CYC:651
C9A9  A9 00     LDA #$00                        A:9F X:00 Y:00 P:E4 SP:FB CYC:654
C9AB  D0 09     BNE $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:656
C9AD  30 07     BMI $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:658
C9AF  50 05     BVC $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:660
C9B1  B0 03     BCS $C9B6                       A:00 X:00 Y:00 P:66 SP:FB CYC:662
C9B3  4C BA C9  JMP $C9BA                       A:00 X:00 Y:00 P:66 SP:FB CYC:664
C9BA  EA        NOP                             A:00 X:00 Y:00 P:66 SP:FB CYC:667
C9BB  24 01     BIT $01 = FF                    A:00 X:00 Y:00 P:66 SP:FB CYC:669
C9BD  A9 40     LDA #$40                        A:00 X:00 Y:00 P:E6 SP:FB CYC:672
C9BF  C9 40     CMP #$40                        A:40 X:00 Y:00 P:64 SP:FB CYC:674
C9C1  30 09     BMI $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC:676
C9C3  90 07     BCC $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC:678
C9C5  D0 05     BNE $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC:680
C9C7  50 03     BVC $C9CC                       A:40 X:00 Y:00 P:67 SP:FB CYC:682
C9C9  4C D0 C9  JMP $C9D0                       A:40 X:00 Y:00 P:67 SP:FB CYC:684
C9D0  EA        NOP                             A:40 X:00 Y:00 P:67 SP:FB CYC:687
C9D1  B8        CLV                             A:40 X:00 Y:00 P:67 SP:FB CYC:689
C9D2  C9 3F     CMP #$3F                        A:40 X:00 Y:00 P:27 SP:FB CYC:691
C9D4  F0 09     BEQ $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC:693
C9D6  30 07     BMI $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC:695
C9D8  90 05     BCC $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC:697
C9DA  70 03     BVS $C9DF                       A:40 X:00 Y:00 P:25 SP:FB CYC:699
C9DC  4C E3 C9  JMP $C9E3                       A:40 X:00 Y:00 P:25 SP:FB CYC:701
C9E3  EA        NOP                             A:40 X:00 Y:00 P:25 SP:FB CYC:704
C9E4  C9 41     CMP #$41                        A:40 X:00 Y:00 P:25 SP:FB CYC:706
C9E6  F0 07     BEQ $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:708
C9E8  10 05     BPL $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:710
C9EA  10 03     BPL $C9EF                       A:40 X:00 Y:00 P:A4 SP:FB CYC:712
C9EC  4C F3 C9  JMP $C9F3                       A:40 X:00 Y:00 P:A4 SP:FB CYC:714
C9F3  EA        NOP                             A:40 X:00 Y:00 P:A4 SP:FB CYC:717
C9F4  A9 80     LDA #$80                        A:40 X:00 Y:00 P:A4 SP:FB CYC:719
C9F6  C9 00     CMP #$00                        A:80 X:00 Y:00 P:A4 SP:FB CYC:721
